complaint_id,customer_id,complaint_date,channel,complaint_category,complaint_subcategory,description,transaction_id,amount_affected,currency,priority,status,resolution_date,handling_team,satisfaction_score
C00529,CUST48739,12/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN969671,33753,KES,Low,In Progress,,Finance Ops,
C00530,CUST98867,09/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,High,In Progress,,Operations,
C00531,CUST46428,09/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,High,Resolved,14/01/2025,Finance Ops,3
C00532,CUST29391,06/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Medium,Resolved,09/01/2025,Customer Experience,5
C00533,CUST64474,28/12/2024,Online Banking,Erroneous Deduction,Phantom Debit,Phantom Debit reported via online banking,,0,KES,Medium,Resolved,30/12/2024,IT Operations,5
C00534,CUST78852,24/12/2024,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,Critical,Resolved,27/12/2024,Finance Ops,5
C00535,CUST36117,17/12/2024,Mobile App,Customer Service Failure,Rude Staff,Rude Staff reported via mobile app,TXN986186,11961,KES,High,Resolved,22/12/2024,Customer Experience,3
C00536,CUST30188,11/01/2025,Mobile App,System Error,Login Error,Login Error reported via mobile app,TXN858856,37153,KES,Critical,Resolved,12/01/2025,Operations,2
C00537,CUST13728,15/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,Medium,In Progress,,Customer Experience,
C00538,CUST77177,09/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN981992,17402,KES,High,Resolved,10/01/2025,Operations,4
C00539,CUST16932,15/12/2024,Call Center,Erroneous Deduction,Double Debit,Double Debit reported via call center,,0,KES,Medium,Resolved,18/12/2024,IT Operations,3
C00540,CUST92317,11/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,High,In Progress,,Operations,
C00541,CUST80047,06/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN979684,20231,KES,Critical,Resolved,09/01/2025,Operations,2
C00542,CUST30257,07/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,Medium,Resolved,08/01/2025,Operations,3
C00543,CUST28220,08/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN891281,1638,KES,Medium,Resolved,11/01/2025,IT Operations,4
C00544,CUST26429,03/01/2025,Online Banking,Erroneous Deduction,Double Debit,Double Debit reported via online banking,,0,KES,High,Resolved,05/01/2025,IT Operations,4
C00545,CUST24131,06/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,High,In Progress,,IT Operations,
C00546,CUST87018,15/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,Low,Resolved,16/01/2025,Operations,3
C00547,CUST31044,20/12/2024,Mobile App,Erroneous Deduction,Double Debit,Double Debit reported via mobile app,TXN892327,38494,KES,Critical,In Progress,,Finance Ops,
C00548,CUST80402,03/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,,0,KES,High,Resolved,06/01/2025,Branch Operations,3
C00549,CUST59756,06/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,High,Resolved,08/01/2025,Operations,4
C00550,CUST83024,13/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN999825,9407,KES,Medium,Resolved,16/01/2025,Operations,4
C00551,CUST48088,17/12/2024,Mobile App,Erroneous Deduction,Phantom Debit,Phantom Debit reported via mobile app,TXN859211,20947,KES,Medium,Resolved,22/12/2024,Customer Experience,5
C00552,CUST61952,28/12/2024,Branch,System Error,ATM Failure,ATM Failure reported via branch,,0,KES,Medium,In Progress,,Operations,
C00553,CUST36094,15/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,,0,KES,High,Resolved,16/01/2025,Customer Experience,4
C00554,CUST72367,14/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,TXN998260,47259,KES,High,Resolved,18/01/2025,Customer Experience,4
C00555,CUST13895,27/12/2024,Online Banking,Customer Service Failure,No Follow-up,No Follow-up reported via online banking,TXN930357,16929,KES,High,Resolved,29/12/2024,Finance Ops,3
C00556,CUST20029,05/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN963044,10509,KES,Medium,Resolved,10/01/2025,Finance Ops,2
C00557,CUST14141,31/12/2024,ATM,Customer Service Failure,Long Wait Time,Long Wait Time reported via atm,TXN941696,17648,KES,High,Resolved,05/01/2025,Operations,2
C00558,CUST66450,18/12/2024,Online Banking,Customer Service Failure,Long Wait Time,Long Wait Time reported via online banking,TXN985089,12091,KES,High,Resolved,20/12/2024,Customer Experience,5
C00559,CUST76412,11/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN924757,38000,KES,High,Resolved,16/01/2025,Customer Experience,3
C00560,CUST26803,09/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,,0,KES,High,Resolved,14/01/2025,Operations,2
C00561,CUST42455,26/12/2024,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN892083,23920,KES,Low,Resolved,27/12/2024,Customer Experience,3
C00562,CUST84455,09/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,TXN809798,35785,KES,Medium,Resolved,13/01/2025,Operations,5
C00563,CUST74010,11/01/2025,Branch,System Error,ATM Failure,ATM Failure reported via branch,TXN884520,37878,KES,Low,Resolved,16/01/2025,Branch Operations,2
C00564,CUST75136,15/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN895245,11420,KES,Critical,Resolved,19/01/2025,Branch Operations,3
C00565,CUST87576,06/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,Medium,Resolved,11/01/2025,IT Operations,2
C00566,CUST36224,06/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN913484,20281,KES,High,Resolved,11/01/2025,Operations,4
C00567,CUST84202,09/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN870237,14456,KES,Critical,Resolved,14/01/2025,Branch Operations,5
C00568,CUST51766,16/12/2024,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,TXN907547,20178,KES,Medium,In Progress,,Finance Ops,
C00569,CUST24884,17/12/2024,Online Banking,System Error,Login Error,Login Error reported via online banking,,0,KES,High,Resolved,21/12/2024,Operations,3
C00570,CUST45744,05/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,High,Resolved,07/01/2025,Customer Experience,3
C00571,CUST63347,09/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN957705,6000,KES,High,Resolved,12/01/2025,Customer Experience,2
C00572,CUST21829,17/12/2024,ATM,Customer Service Failure,No Follow-up,No Follow-up reported via atm,TXN930141,8406,KES,Medium,In Progress,,Finance Ops,
C00573,CUST28910,06/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,Critical,In Progress,,Customer Experience,
C00574,CUST81531,08/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN983400,35461,KES,Critical,Resolved,09/01/2025,Operations,4
C00575,CUST96798,15/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,High,Resolved,20/01/2025,Operations,2
C00576,CUST80111,16/12/2024,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,Medium,In Progress,,Customer Experience,
C00577,CUST31001,29/12/2024,Branch,Customer Service Failure,Rude Staff,Rude Staff reported via branch,TXN855151,15931,KES,Medium,In Progress,,Operations,
C00578,CUST65360,04/01/2025,Branch,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via branch,TXN993184,32723,KES,Medium,Resolved,08/01/2025,IT Operations,4
C00579,CUST94066,18/12/2024,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN918819,36395,KES,Medium,Resolved,19/12/2024,IT Operations,2
C00580,CUST42716,15/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,Medium,Resolved,16/01/2025,Customer Experience,3
C00581,CUST87728,15/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN845476,9249,KES,High,In Progress,,Operations,
C00582,CUST12717,24/12/2024,Branch,System Error,ATM Failure,ATM Failure reported via branch,,0,KES,Medium,In Progress,,Operations,
C00583,CUST66217,01/01/2025,Branch,System Error,ATM Failure,ATM Failure reported via branch,TXN962006,3762,KES,Medium,In Progress,,Finance Ops,
C00584,CUST74769,07/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN976582,29018,KES,Medium,In Progress,,Branch Operations,
C00585,CUST64831,08/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,,0,KES,Medium,Resolved,11/01/2025,Customer Experience,3
C00586,CUST11352,07/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN822475,24724,KES,High,In Progress,,Finance Ops,
C00587,CUST40781,10/01/2025,Branch,System Error,App Crash,App Crash reported via branch,,0,KES,High,Resolved,11/01/2025,Customer Experience,4
C00588,CUST86085,10/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN834665,26366,KES,High,Resolved,15/01/2025,Branch Operations,2
C00589,CUST44131,07/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,Low,In Progress,,Finance Ops,
C00590,CUST31624,05/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN935521,17750,KES,Critical,Resolved,08/01/2025,Operations,5
C00591,CUST31437,12/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,Resolved,16/01/2025,IT Operations,4
C00592,CUST24744,28/12/2024,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN929233,32298,KES,Medium,In Progress,,Customer Experience,
C00593,CUST86486,19/12/2024,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN947651,11529,KES,Critical,Resolved,24/12/2024,Finance Ops,3
C00594,CUST61664,15/12/2024,Mobile App,System Error,Login Error,Login Error reported via mobile app,,0,KES,High,Resolved,18/12/2024,Finance Ops,2
C00595,CUST45300,06/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN964719,31947,KES,High,In Progress,,IT Operations,
C00596,CUST37704,05/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Medium,In Progress,,Customer Experience,
C00597,CUST62286,04/01/2025,Mobile App,Erroneous Deduction,Phantom Debit,Phantom Debit reported via mobile app,TXN866889,6565,KES,High,Resolved,06/01/2025,IT Operations,3
C00598,CUST49131,08/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,High,In Progress,,Operations,
C00599,CUST83801,11/01/2025,Online Banking,System Error,App Crash,App Crash reported via online banking,TXN901735,32587,KES,Critical,Resolved,15/01/2025,IT Operations,4
C00600,CUST74922,06/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN921510,3150,KES,High,Resolved,08/01/2025,Finance Ops,3
C00601,CUST26749,15/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,Low,In Progress,,Customer Experience,
C00602,CUST64135,24/12/2024,Online Banking,System Error,Login Error,Login Error reported via online banking,,0,KES,Low,Resolved,29/12/2024,Branch Operations,5
C00603,CUST15932,15/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN847068,7966,KES,Low,Resolved,17/01/2025,Branch Operations,5
C00604,CUST89174,09/01/2025,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,Critical,Resolved,11/01/2025,Branch Operations,2
C00605,CUST49688,15/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN920628,11754,KES,Low,Resolved,19/01/2025,IT Operations,5
C00606,CUST37424,14/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,,0,KES,Medium,Resolved,16/01/2025,IT Operations,2
C00607,CUST12859,07/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN910593,10210,KES,Low,In Progress,,Finance Ops,
C00608,CUST53758,07/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN949272,13694,KES,Critical,Resolved,11/01/2025,IT Operations,2
C00609,CUST73714,15/01/2025,Branch,System Error,Login Error,Login Error reported via branch,,0,KES,High,Resolved,19/01/2025,Branch Operations,5
C00610,CUST72041,14/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,Low,Resolved,17/01/2025,Branch Operations,5
C00611,CUST40422,14/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN914848,31252,KES,Medium,In Progress,,IT Operations,
C00612,CUST47022,14/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN923817,27819,KES,High,Resolved,16/01/2025,Operations,3
C00613,CUST82984,17/12/2024,ATM,Customer Service Failure,Rude Staff,Rude Staff reported via atm,TXN879600,27761,KES,Medium,Resolved,19/12/2024,Finance Ops,3
C00614,CUST18344,05/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,,0,KES,Medium,In Progress,,Finance Ops,
C00615,CUST83010,06/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,High,In Progress,,Finance Ops,
C00616,CUST90028,07/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,High,In Progress,,Customer Experience,
C00617,CUST48289,06/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,,0,KES,High,In Progress,,Finance Ops,
C00618,CUST64493,31/12/2024,Mobile App,Customer Service Failure,No Follow-up,No Follow-up reported via mobile app,,0,KES,High,Resolved,02/01/2025,Finance Ops,5
C00619,CUST79422,15/12/2024,Online Banking,System Error,Login Error,Login Error reported via online banking,TXN894540,24907,KES,High,Resolved,17/12/2024,Operations,3
C00620,CUST68009,08/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN807802,34326,KES,Critical,In Progress,,Customer Experience,
C00621,CUST61546,05/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,,0,KES,High,In Progress,,Operations,
C00622,CUST51116,04/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN989150,46426,KES,High,In Progress,,Operations,
C00623,CUST35859,15/12/2024,Call Center,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via call center,TXN982837,13943,KES,High,Resolved,18/12/2024,Finance Ops,5
C00624,CUST22166,17/12/2024,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN856029,8757,KES,High,In Progress,,Customer Experience,
C00625,CUST76227,09/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,,0,KES,Critical,Resolved,12/01/2025,IT Operations,5
C00626,CUST85030,05/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,TXN878108,8675,KES,Medium,In Progress,,Operations,
C00627,CUST55919,29/12/2024,Call Center,Erroneous Deduction,Double Debit,Double Debit reported via call center,,0,KES,High,In Progress,,Branch Operations,
C00628,CUST22843,15/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,High,Resolved,18/01/2025,Branch Operations,5
C00629,CUST87101,11/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN820466,14576,KES,High,Resolved,14/01/2025,IT Operations,5
C00630,CUST28919,11/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN842688,48453,KES,High,In Progress,,Customer Experience,
C00631,CUST25566,12/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,,0,KES,Medium,Resolved,14/01/2025,Branch Operations,4
C00632,CUST48532,11/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN879934,8216,KES,Medium,Resolved,14/01/2025,Branch Operations,4
C00633,CUST10273,07/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Critical,Resolved,09/01/2025,IT Operations,5
C00634,CUST28156,10/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,TXN924578,22639,KES,High,Resolved,15/01/2025,Customer Experience,3
C00635,CUST54433,12/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN901511,41367,KES,Low,Resolved,14/01/2025,Operations,5
C00636,CUST35221,15/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,TXN947074,46860,KES,High,Resolved,16/01/2025,Finance Ops,2
C00637,CUST12486,01/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,High,Resolved,06/01/2025,Finance Ops,3
C00638,CUST13049,08/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,TXN954374,21499,KES,Low,Resolved,09/01/2025,Customer Experience,5
C00639,CUST33942,07/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,,0,KES,Medium,Resolved,10/01/2025,Operations,3
C00640,CUST17667,06/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,,0,KES,Low,In Progress,,Finance Ops,
C00641,CUST36549,06/01/2025,Branch,System Error,App Crash,App Crash reported via branch,,0,KES,Medium,In Progress,,Operations,
C00642,CUST18579,14/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,TXN921850,4473,KES,Medium,Resolved,19/01/2025,Branch Operations,5
C00643,CUST68455,11/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,,0,KES,Critical,Resolved,14/01/2025,Branch Operations,5
C00644,CUST69210,15/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN945529,35727,KES,Critical,In Progress,,Branch Operations,
C00645,CUST92864,12/01/2025,Mobile App,System Error,App Crash,App Crash reported via mobile app,TXN978257,39681,KES,Critical,Resolved,16/01/2025,IT Operations,4
C00646,CUST66618,13/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,High,Resolved,15/01/2025,Branch Operations,4
C00647,CUST12080,13/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN855213,21578,KES,Medium,Resolved,17/01/2025,Customer Experience,4
C00648,CUST95078,19/12/2024,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN999875,27577,KES,Critical,Resolved,23/12/2024,IT Operations,2
C00649,CUST33224,01/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN901384,39907,KES,Medium,In Progress,,IT Operations,
C00650,CUST21792,15/12/2024,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN978403,1796,KES,High,Resolved,18/12/2024,Finance Ops,3
C00651,CUST89433,04/01/2025,ATM,Erroneous Deduction,Incorrect Fees,Incorrect Fees reported via atm,TXN929194,2911,KES,Critical,In Progress,,Finance Ops,
C00652,CUST18526,08/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,,0,KES,High,Resolved,09/01/2025,Branch Operations,3
C00653,CUST10256,14/01/2025,Online Banking,Delay,Card Delivery Delay,Card Delivery Delay reported via online banking,TXN978436,45915,KES,Critical,Resolved,19/01/2025,Finance Ops,5
C00654,CUST39431,04/01/2025,Branch,Delay,Complaint Handling Delay,Complaint Handling Delay reported via branch,TXN894757,31078,KES,Medium,Resolved,09/01/2025,Customer Experience,2
C00655,CUST19757,11/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,,0,KES,Medium,Resolved,13/01/2025,Customer Experience,5
C00656,CUST42821,21/12/2024,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN806297,31955,KES,High,Resolved,26/12/2024,IT Operations,4
C00657,CUST21211,12/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN825079,5278,KES,High,Resolved,16/01/2025,Operations,2
C00658,CUST92075,16/12/2024,Mobile App,Customer Service Failure,Long Wait Time,Long Wait Time reported via mobile app,TXN960101,4090,KES,Low,In Progress,,Finance Ops,
C00659,CUST69429,06/01/2025,Mobile App,Delay,Card Delivery Delay,Card Delivery Delay reported via mobile app,TXN861108,40955,KES,Critical,Resolved,11/01/2025,Operations,2
C00660,CUST87710,11/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,High,Resolved,12/01/2025,Customer Experience,2
C00661,CUST17928,21/12/2024,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,,0,KES,High,Resolved,23/12/2024,Customer Experience,2
C00662,CUST89079,14/01/2025,Online Banking,System Error,Failed Reversal,Failed Reversal reported via online banking,TXN880917,10160,KES,Critical,In Progress,,Branch Operations,
C00663,CUST35612,10/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Low,Resolved,14/01/2025,Finance Ops,4
C00664,CUST90753,04/01/2025,Online Banking,System Error,ATM Failure,ATM Failure reported via online banking,TXN951626,31131,KES,High,Resolved,09/01/2025,Finance Ops,4
C00665,CUST40182,10/01/2025,Branch,Delay,Transaction Delay,Transaction Delay reported via branch,,0,KES,High,In Progress,,IT Operations,
C00666,CUST13934,08/01/2025,Online Banking,Delay,Complaint Handling Delay,Complaint Handling Delay reported via online banking,TXN802593,940,KES,Medium,Resolved,09/01/2025,Customer Experience,4
C00667,CUST32825,07/01/2025,ATM,System Error,Login Error,Login Error reported via atm,,0,KES,Critical,Resolved,09/01/2025,Branch Operations,4
C00668,CUST59666,09/01/2025,Call Center,Delay,Complaint Handling Delay,Complaint Handling Delay reported via call center,,0,KES,Medium,Resolved,10/01/2025,Finance Ops,3
C00669,CUST79065,18/12/2024,Online Banking,Erroneous Deduction,Double Debit,Double Debit reported via online banking,,0,KES,Medium,In Progress,,Customer Experience,
C00670,CUST79803,03/01/2025,Mobile App,Customer Service Failure,No Follow-up,No Follow-up reported via mobile app,,0,KES,Medium,In Progress,,IT Operations,
C00671,CUST16980,10/01/2025,ATM,System Error,Login Error,Login Error reported via atm,TXN838945,35592,KES,High,Resolved,13/01/2025,IT Operations,3
C00672,CUST94550,09/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,Medium,Resolved,11/01/2025,Customer Experience,5
C00673,CUST45171,26/12/2024,Branch,Customer Service Failure,No Follow-up,No Follow-up reported via branch,TXN987603,46015,KES,Medium,Resolved,30/12/2024,Finance Ops,5
C00674,CUST59034,15/01/2025,ATM,Delay,Transaction Delay,Transaction Delay reported via atm,TXN911417,14825,KES,High,Resolved,19/01/2025,Finance Ops,3
C00675,CUST65850,06/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,TXN934286,3196,KES,High,Resolved,11/01/2025,Customer Experience,4
C00676,CUST57067,11/01/2025,Branch,System Error,Failed Reversal,Failed Reversal reported via branch,,0,KES,Medium,Resolved,14/01/2025,Operations,2
C00677,CUST98487,24/12/2024,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Medium,Resolved,27/12/2024,IT Operations,3
C00678,CUST49252,09/01/2025,Call Center,System Error,App Crash,App Crash reported via call center,TXN802237,48984,KES,Critical,In Progress,,Finance Ops,
C00679,CUST72185,10/01/2025,Call Center,System Error,Login Error,Login Error reported via call center,TXN859658,10283,KES,High,Resolved,12/01/2025,IT Operations,3
C00680,CUST83196,14/01/2025,Online Banking,System Error,Login Error,Login Error reported via online banking,TXN854941,46240,KES,Medium,Resolved,18/01/2025,IT Operations,5
C00681,CUST64938,07/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,,0,KES,Critical,In Progress,,Customer Experience,
C00682,CUST59980,11/01/2025,Call Center,System Error,Failed Reversal,Failed Reversal reported via call center,,0,KES,High,Resolved,14/01/2025,IT Operations,5
C00683,CUST98458,11/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN824442,30091,KES,High,Resolved,13/01/2025,Finance Ops,2
C00684,CUST40544,05/01/2025,ATM,System Error,ATM Failure,ATM Failure reported via atm,,0,KES,Low,In Progress,,Finance Ops,
C00685,CUST80313,13/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN841165,27426,KES,High,Resolved,14/01/2025,Operations,3
C00686,CUST89129,06/01/2025,ATM,System Error,App Crash,App Crash reported via atm,TXN841623,44067,KES,Medium,In Progress,,Finance Ops,
C00687,CUST62328,09/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,,0,KES,Medium,In Progress,,Operations,
C00688,CUST48987,08/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN890906,19368,KES,High,In Progress,,Customer Experience,
C00689,CUST61583,07/01/2025,ATM,System Error,App Crash,App Crash reported via atm,,0,KES,High,Resolved,12/01/2025,Branch Operations,2
C00690,CUST74682,16/12/2024,Online Banking,System Error,App Crash,App Crash reported via online banking,,0,KES,Medium,In Progress,,Branch Operations,
C00691,CUST43130,13/01/2025,Mobile App,Delay,Complaint Handling Delay,Complaint Handling Delay reported via mobile app,TXN843211,27376,KES,High,In Progress,,IT Operations,
C00692,CUST11407,05/01/2025,Mobile App,System Error,ATM Failure,ATM Failure reported via mobile app,TXN809902,13240,KES,Medium,In Progress,,Customer Experience,
C00693,CUST31150,07/01/2025,Branch,System Error,Login Error,Login Error reported via branch,TXN836767,16378,KES,Low,Resolved,11/01/2025,Customer Experience,4
C00694,CUST67757,05/01/2025,Online Banking,Delay,Transaction Delay,Transaction Delay reported via online banking,,0,KES,High,Resolved,08/01/2025,IT Operations,3
C00695,CUST68194,08/01/2025,Call Center,Delay,Card Delivery Delay,Card Delivery Delay reported via call center,,0,KES,High,Resolved,12/01/2025,Finance Ops,4
C00696,CUST11908,05/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,,0,KES,Medium,Resolved,09/01/2025,Finance Ops,2
C00697,CUST83669,08/01/2025,Mobile App,Delay,Transaction Delay,Transaction Delay reported via mobile app,,0,KES,High,Resolved,11/01/2025,Finance Ops,4
C00698,CUST95720,14/01/2025,Branch,Delay,Card Delivery Delay,Card Delivery Delay reported via branch,TXN845513,23868,KES,Medium,Resolved,15/01/2025,Customer Experience,5
C00699,CUST63883,11/01/2025,ATM,Delay,Complaint Handling Delay,Complaint Handling Delay reported via atm,TXN811518,41388,KES,High,Resolved,12/01/2025,IT Operations,3
C00700,CUST60930,14/01/2025,Call Center,System Error,ATM Failure,ATM Failure reported via call center,TXN965379,39812,KES,Medium,In Progress,,Branch Operations,
C00701,CUST75984,19/12/2024,Online Banking,Erroneous Deduction,Double Debit,Double Debit reported via online banking,TXN900236,38840,KES,Low,Resolved,24/12/2024,Customer Experience,3
C00702,CUST17854,05/01/2025,Call Center,Delay,Transaction Delay,Transaction Delay reported via call center,,0,KES,Medium,In Progress,,IT Operations,
C00703,CUST46454,12/01/2025,ATM,System Error,App Crash,App Crash reported via atm,TXN993791,48033,KES,Medium,Resolved,15/01/2025,Customer Experience,3
C00704,CUST97163,05/01/2025,Mobile App,System Error,Failed Reversal,Failed Reversal reported via mobile app,,0,KES,Critical,Resolved,10/01/2025,Finance Ops,2
